siteID,date,observer,time,bandNumber,long,lat,type,notes,forayNumber
DAVIALIVA1,2016-05-31,ERF,1110,2641-63795,-77.096676,38.89784,F,noData,1
DAVIALIVA1,2016-05-31,ERF,1111,2641-63794,-77.09632,38.897919,F,noData,1
NEWBCARVA1,2016-05-31,KPK,1235,2421-11431,-77.32711,38.88966,F,noData,1
BOBAMICNC1,2016-05-30,JIC,1000,2180-92410,99999,99999,T,noData,99999
GOCHJOAMD1,2016-05-28,KPK,1215,2421-34693,-76.58118,39.6517,F,noData,1
GRANIANFL1,2016-05-27,ZZ,0715,2710-54221,99999,99999,T,noData,99999
GRANIANFL1,2016-05-27,ZZ,0715,2541-40456,99999,99999,T,noData,99999
GRANIANFL1,2016-05-27,ZZ,0745,2571-70429,99999,99999,T,noData,99999
GRANIANFL1,2016-05-27,ZZ,0850,2541-40464,99999,99999,T,noData,99999
FRANMICNC1,2016-05-26,AJB,1000,2711-64075,99999,99999,I,noData,99999
FRANMICNC1,2016-05-26,AJB,1245,2180-92475,99999,99999,F,noData,1
KOPCTOMPA1,2016-05-26,BR,0001,1352-46362,99999,99999,I,noData,99999
KOPCTOMPA1,2016-05-26,BR,0001,1352-46364,99999,99999,I,noData,99999
FULLPAMFL1,2016-05-25,ZZ,0815,2541-40441,99999,99999,T,noData,99999
MURRSANGA1,2016-05-23,BNT,1145,2711-54806,99999,99999,F,noData,1
WANGMATNC1,2016-05-21,AJB,1120,2711-64073,99999,99999,T,noData,99999
PRESANNNC1,2016-05-20,AJB,1233,2180-92479,99999,99999,T,noData,99999
BRAXBOBGA1,2016-05-18,JLD,1148,1352-27604,-84.41007,33.67196,F,noData,1
THOMDEBPA1,2016-05-17,MW,0725,2441-14806,99999,99999,I,noData,99999
JACOSYDMD1,2016-05-16,JLM,0930,2641-96895,99999,99999,T,noData,99999
JACOSYDMD1,2016-05-16,JLM,0944,2641-96894,99999,99999,T,noData,99999
JACOSYDMD1,2016-05-16,JLM,1045,2411-37216,99999,99999,T,noData,99999
LICHJERFL1,2016-05-15,ZZ,0001,2661-07857,99999,99999,T,noData,99999
WHEEJENNC1,2016-05-14,AJB,1000,2180-92499,99999,99999,I,noData,99999
HAHNMARNC1,2016-05-13,JIC,0001,2711-64030,99999,99999,T,noData,99999
KRATANDFL1,2016-05-12,ZZ,0001,2331-09368,99999,99999,T,noData,99999
WINTCHAFL1,2016-05-11,ZZ,0001,2640-61823,99999,99999,T,noData,99999
ARGEGIONC1,2016-05-11,JIC,1045,2711-64043,99999,99999,T,noData,99999
CASTTOMNC1,2016-05-11,AJB,1250,2180-92490,99999,99999,T,noData,99999
HOSTMARFL1,2016-05-09,ZZ,0001,2641-96641,99999,99999,T,noData,99999
HOSTMARFL1,2016-05-09,ZZ,0001,2641-96640,99999,99999,T,noData,99999
SHAHMAUFL1,2016-05-07,ZZ,0825,2661-07665,99999,99999,T,noData,99999
WILLRAJMD1,2016-05-07,KPK,0001,2441-96387,99999,99999,T,noData,99999
COLSKATMD1,2016-05-07,JLM,0001,2750-64417,99999,99999,T,noData,99999
COLSKATMD1,2016-05-07,JLM,0001,2531-74593,99999,99999,T,noData,99999
COLSKATMD1,2016-05-07,JLM,0001,2571-90051,99999,99999,T,noData,99999
KALIELINC1,2016-05-07,AJB,1232,2711-64156,99999,99999,T,noData,99999
OWENEDDNC1,2016-05-07,JIC,0001,851-39844,99999,99999,T,noData,99999
FORESESMD1,2016-05-05,"AEH,ERF",0835,2641-96865,99999,99999,I,noData,99999
FORESESMD1,2016-05-05,"KPK,ERF,AEH",1150,2571-89993,99999,99999,F,noData,1
FORESESMD1,2016-05-05,"KPK,ERF,AEH",1155,2421-11945,99999,99999,F,noData,1
FORESESMD1,2016-05-05,"KPK,ERF,AEH,JLM",1135,2571-90190,99999,99999,F,noData,1
NOSSANDFL1,2016-05-05,ZZ,0720,2661-07824,99999,99999,T,noData,99999
NOSSANDFL1,2016-05-05,ZZ,0820,2661-07825,99999,99999,T,noData,99999
CHURCARFL1,2016-05-04,ZZ,0715,2661-07856,99999,99999,T,noData,99999
CHURCARFL1,2016-05-04,ZZ,0740,2641-96635,99999,99999,T,noData,99999
LADYKENNC1,2016-05-04,AJB,0920,2180-92473,99999,99999,I,noData,99999
BANCRESDC1,2016-05-03,ERF,1040,1352-46579,99999,99999,T,noData,99999
BANCRESDC1,2016-05-03,"ERF,KPK",1140,1272-43199,99999,99999,T,noData,99999
BANCRESDC1,2016-05-03,JLM,1140,2641-96858,99999,99999,T,noData,99999
COXANDFL1,2016-05-02,ZZ,0810,2661-07855,99999,99999,T,noData,99999
EVANMICMD1,2016-04-28,KPK,1019,2531-74587,99999,99999,T,noData,99999
NATURTLFL1,2016-04-28,ZZ,0745,2661-31373,99999,99999,T,noData,99999
NATURTLFL1,2016-04-28,ZZ,0830,2661-31375,99999,99999,T,noData,99999
PARKDIAGA1,2016-04-28,JLD,1057,2341-30182,99999,99999,T,noData,99999
CIBUJEAFL1,2016-04-27,ZZ,0715,2531-99350,99999,99999,T,noData,99999
CIBUJEAFL1,2016-04-27,ZZ,0820,2541-40452,99999,99999,T,noData,99999
KENTADAFL1,2016-04-26,ZZ,0001,2710-25711,99999,99999,T,noData,99999
KENTADAFL1,2016-04-26,ZZ,0001,2531-99395,99999,99999,T,noData,99999
KENTADAFL1,2016-04-26,ZZ,0001,2661-31343,99999,99999,T,noData,99999
KENTADAFL1,2016-04-26,ZZ,0001,1991-18077,99999,99999,T,noData,99999
KENTADAFL1,2016-04-26,ZZ,0001,2541-40420,99999,99999,T,noData,99999
BAILEESVA1,2016-04-25,"ERF,JM,KPK,AH",0930,2571-89986,99999,99999,I,noData,99999
COLLKEIFL1,2016-04-25,ZZ,0001,2541-40414,99999,99999,T,noData,99999
COLLKEIFL1,2016-04-25,ZZ,0001,2331-09342,99999,99999,T,noData,99999
LAUESARFL1,2016-04-23,ZZ,0001,2641-96733,99999,99999,T,noData,99999
LAUESARFL1,2016-04-23,ZZ,0001,2541-37599,99999,99999,T,noData,99999
WINTCHAFL1,2016-04-22,ZZ,0001,2661-31337,99999,99999,T,noData,99999
WISSSTEGA1,2016-04-21,JLD,1145,2661-31836,99999,99999,T,noData,99999
AAROJESFL1,2016-04-21,ZZ,0001,2661-31319,99999,99999,T,noData,99999
STRARICFL1,2016-04-20,ZZ,0001,2541-40413,99999,99999,T,noData,99999
MILLKARFL1,2016-04-20,ZZ,0001,2541-37514,99999,99999,T,noData,99999
LAKEAESVA1,2016-04-19,"EF, JM, KK, AH",0820,1352-46595,99999,99999,I,noData,99999
ZAMBTRAMD1,2016-04-14,ERF,0820,791-17259,99999,99999,I,noData,99999
CARLDAVFL1,2016-04-13,ZZ,0001,2661-07805,99999,99999,T,noData,99999
CASEANNFL1,2016-04-12,ZZ,0001,2331-90141,99999,99999,T,noData,99999
CASEANNFL1,2016-04-12,ZZ,0001,2331-90139,99999,99999,T,noData,99999
CASEANNFL1,2016-04-12,ZZ,0001,2571-90242,99999,99999,T,noData,99999
CASEANNFL1,2016-04-12,ZZ,0001,2571-90247,99999,99999,T,noData,99999
CASEANNFL1,2016-04-12,ZZ,0001,2641-96738,99999,99999,T,noData,99999
FLAGMARFL1,2016-04-11,ZZ,0001,2661-07704,99999,99999,T,noData,99999
BLOOLEEFL1,2016-04-08,ZZ,0001,2531-99356,99999,99999,T,noData,99999
BLOOLEEFL1,2016-04-08,ZZ,0001,1991-18038,99999,99999,T,noData,99999
BLOOLEEFL1,2016-04-08,ZZ,0001,2331-09123,99999,99999,T,noData,99999
BLOOLEEFL1,2016-04-08,ZZ,0001,2590-82040,99999,99999,T,noData,99999
BLOOLEEFL1,2016-04-08,ZZ,0001,2331-09334,99999,99999,T,noData,99999
WILLJIMFL1,2016-04-07,ZZ,0001,2641-96608,99999,99999,T,noData,99999
WILLJIMFL1,2016-04-07,ZZ,0001,2641-96758,99999,99999,T,noData,99999
WILLJIMFL1,2016-04-07,ZZ,0001,2541-37508,99999,99999,T,noData,99999
ROBIRONFL1,2016-04-06,ZZ,0001,2641-96752,99999,99999,T,noData,99999
ROBIRONFL1,2016-04-06,ZZ,0001,2661-31392,99999,99999,T,noData,99999
ROBIRONFL1,2016-04-06,ZZ,0001,2590-82054,99999,99999,T,noData,99999
ROBIRONFL1,2016-04-06,ZZ,0001,2590-82100,99999,99999,T,noData,99999
ROBIRONFL1,2016-04-06,ZZ,0001,2641-96749,99999,99999,T,noData,99999
ROBIRONFL1,2016-04-06,ZZ,0001,2331-09151,99999,99999,T,noData,99999
KNOWMIKFL1,2016-04-05,ZZ,0001,2710-54212,99999,99999,T,noData,99999
KNOWMIKFL1,2016-04-05,ZZ,0001,2661-07689,99999,99999,T,noData,99999
KNOXMIKFL1,2016-04-05,ZZ,0001,2710-54212,99999,99999,I,noData,99999
KNOXMIKFL1,2016-04-05,ZZ,0001,2661-07689,99999,99999,F,noData,1
PROWGARFL1,2016-04-04,ZZ,0001,2531-99370,99999,99999,T,noData,99999
PLACGIRFL1,2016-04-03,ZZ,0001,2641-96774,99999,99999,T,noData,99999
PLACGIRFL1,2016-04-03,ZZ,0001,2641-96768,99999,99999,T,noData,99999
HERRJAYFL1,2016-04-01,ZZ,0001,2661-07896,99999,99999,T,noData,99999
HERRJAYFL1,2016-04-01,ZZ,0001,2641-96632,99999,99999,T,noData,99999
HERRJAYFL1,2016-04-01,ZZ,0001,2641-96633,99999,99999,T,noData,99999
BANDCATFL1,2016-03-28,ZZ,0001,2541-40415,99999,99999,T,noData,99999
BANDCATFL1,2016-03-28,ZZ,0001,2661-07658,99999,99999,T,noData,99999
GOWAJOAFL1,2016-03-24,ZZ,0001,2661-07664,99999,99999,T,noData,99999
GOWAJOAFL1,2016-03-23,ZZ,0001,2331-09163,99999,99999,T,noData,99999
GOWAJOAFL1,2016-03-23,ZZ,0001,2661-07793,99999,99999,T,noData,99999
DUFFSHAFL1,2016-03-22,ZZ,0001,2331-09358,99999,99999,T,noData,99999
DUFFSHAFL1,2016-03-22,ZZ,0001,2331-09359,99999,99999,T,noData,99999
KNIGSALVA1,2015-10-27,noData,0001,2441-96389,99999,99999,T,noData,99999
STEWBETMD1,2015-07-29,noData,0001,2661-31540,99999,99999,T,noData,99999
STEWBETMD1,2015-07-29,noData,0001,2661-31543,99999,99999,T,noData,99999
LINDHANMD1,2015-07-27,noData,0001,2571-89952,99999,99999,T,noData,99999
SILLSCOMD1,2015-07-23,noData,0001,2571-70337,99999,99999,T,noData,99999
FUISLISVA2,2015-07-21,noData,0001,2571-90165,99999,99999,T,noData,99999
SOLIAPRMD1,2015-07-16,noData,0001,2341-30389,99999,99999,T,noData,99999
DAVIALIVA1,2015-07-16,noData,0001,2641-63794,99999,99999,T,noData,99999
JACOMERMD1,2015-07-16,noData,0001,2571-90095,99999,99999,T,noData,99999
MCNAKRIMD1,2015-07-15,noData,0001,2531-90270,99999,99999,T,noData,99999
MCNAKRIMD1,2015-07-15,noData,0001,2531-90268,99999,99999,T,noData,99999
BLOCDAVMD1,2015-07-11,noData,0001,2441-96351,99999,99999,T,noData,99999
BLOCDAVMD1,2015-07-11,noData,0001,2641-63926,99999,99999,T,noData,99999
BLOCDAVMD1,2015-07-11,noData,0001,2571-70361,99999,99999,T,noData,99999
EVANMICMD1,2015-07-10,noData,0001,2660-75731,99999,99999,T,noData,99999
DELUKARVA1,2015-07-09,noData,0001,2441-96477,99999,99999,T,noData,99999
DELUKARVA1,2015-07-09,noData,0001,2661-07904,99999,99999,T,noData,99999
HOROBONVA1,2015-07-09,noData,0001,2411-37178,99999,99999,T,noData,99999
VONGJENMD1,2015-07-08,noData,0001,2590-83072,99999,99999,T,noData,99999
FISHFERVA1,2015-07-08,noData,0001,791-17264,99999,99999,T,noData,99999
FISHFERVA1,2015-07-08,noData,0001,2571-70347,99999,99999,T,noData,99999
MUTRCYNVA2,2015-07-08,noData,0001,2641-63880,99999,99999,T,noData,99999
MUTRCYNVA2,2015-07-08,noData,0001,2641-63881,99999,99999,T,noData,99999
MUTRCYNVA2,2015-07-08,noData,0001,2341-30161,99999,99999,T,noData,99999
BUISNORVA1,2015-07-06,noData,0001,2531-74567,99999,99999,T,noData,99999
BUISNORVA1,2015-07-06,noData,0001,2571-90063,99999,99999,T,noData,99999
BYERHEAPA1,2015-07-04,noData,0001,2730-26337,99999,99999,T,noData,99999
MARRPETMD2,2015-06-30,noData,0001,2531-74562,99999,99999,T,noData,99999
WIKACORMD1,2015-06-29,noData,0001,2641-86578,99999,99999,T,noData,99999
FARYSIMMD1,2015-06-26,noData,0001,2441-96471,99999,99999,T,noData,99999
FARYSIMMD1,2015-06-26,noData,0001,1352-46523,99999,99999,T,noData,99999
GOMEKARMD1,2015-06-25,noData,0001,2641-63878,99999,99999,T,noData,99999
PADORAMVA1,2015-06-24,noData,0001,2641-63860,99999,99999,T,noData,99999
GOCHJOAMD1,2015-06-20,noData,0001,2641-63882,99999,99999,T,noData,99999
FREYFREMD1,2015-06-19,noData,0001,2301-56894,99999,99999,T,noData,99999
BARBJERMD1,2015-06-18,noData,0001,2641-63959,99999,99999,T,noData,99999
TATEJUAMD1,2015-06-17,noData,0001,2641-63972,99999,99999,T,noData,99999
BOONGREMD1,2015-06-16,noData,0001,2641-63847,99999,99999,T,noData,99999
BOONGREMD1,2015-06-16,noData,0001,2441-96561,99999,99999,T,noData,99999
ONTAHOUDC1,2015-06-16,noData,0001,2421-11983,99999,99999,T,noData,99999
WILLRAJMD1,2015-06-13,noData,0001,1292-64290,99999,99999,T,noData,99999
WILLRAJMD1,2015-06-13,noData,0001,1352-46525,99999,99999,T,noData,99999
FISHFERVA1,2015-06-13,noData,0001,1232-94726,99999,99999,T,noData,99999
MOSMCARMD1,2015-06-13,noData,0001,2411-37220,99999,99999,T,noData,99999
JAMESESVA1,2015-06-11,noData,0001,2561-56879,99999,99999,T,noData,99999
GALLTERMD1,2015-06-09,noData,0001,2531-74570,99999,99999,T,noData,99999
PATTPARMD1,2015-06-01,noData,0001,2421-11953,99999,99999,T,noData,99999
LIEBJUDMD1,2015-05-29,noData,0001,2641-63758,99999,99999,T,noData,99999
SOLLCHRMD1,2015-05-28,noData,0001,2690-95966,99999,99999,T,noData,99999
BRIGKIMMD1,2015-05-18,noData,0001,2590-82011,99999,99999,T,noData,99999
DECHKIMMD2,2015-05-18,noData,0001,2730-24770,99999,99999,T,noData,99999
MAZUJENMD1,2015-05-14,noData,0001,2421-34662,99999,99999,T,noData,99999
YOUNKIMVA1,2015-05-13,noData,0001,2561-44923,99999,99999,T,noData,99999
FISHFERVA1,2015-05-08,noData,0001,1232-94727,99999,99999,T,noData,99999
ROHRSALMD1,2015-05-07,noData,0001,2710-25968,99999,99999,T,noData,99999
ASSMCARMD1,2015-05-02,noData,0001,1272-43117,99999,99999,T,noData,99999
WOODELEVA1,2015-05-01,JLM,0001,2441-96431,99999,99999,F,noData,1
WOODELEVA1,2015-05-01,JLM,0001,2341-30355,99999,99999,F,noData,1
STRARICFL1,2015-04-30,noData,0001,2661-31384,99999,99999,T,noData,99999
AAROJESFL1,2015-04-30,noData,0001,2661-07748,99999,99999,T,noData,99999
ANDRJENFL1,2015-04-30,noData,0001,2331-09326,99999,99999,T,noData,99999
ANDRJENFL1,2015-04-30,noData,0001,2661-07645,99999,99999,T,noData,99999
ANDRJENFL1,2015-04-30,noData,0001,2661-31323,99999,99999,T,noData,99999
BLOOLEEFL1,2015-04-30,noData,0001,2661-07789,99999,99999,T,noData,99999
BLOOLEEFL1,2015-04-30,noData,0001,1991-18040,99999,99999,T,noData,99999
DAVIALIVA1,2015-04-30,noData,0001,2690-18994,99999,99999,T,noData,99999
FLAMSCOFL1,2015-04-30,noData,0001,2661-31317,99999,99999,T,noData,99999
BAILEESVA1,2015-04-29,noData,0001,2710-53940,99999,99999,T,noData,99999
BAILEESVA1,2015-04-27,noData,0001,1272-43189,99999,99999,T,noData,99999
BAILEESVA1,2015-04-27,noData,0001,1292-64537,99999,99999,T,noData,99999
LINDHANMD1,2015-04-26,noData,0001,2441-96303,99999,99999,T,noData,99999
LINDHANMD1,2015-04-26,noData,0001,2641-96597,99999,99999,T,noData,99999
LINDHANMD1,2015-04-26,noData,0001,2571-89949,99999,99999,T,noData,99999
BURDROBVA1,2015-04-25,noData,0001,2460-22991,99999,99999,T,noData,99999
STEWBETMD1,2015-04-23,noData,0001,2710-25933,99999,99999,T,noData,99999
LAKEAESVA1,2015-04-23,noData,0001,1272-43178,99999,99999,T,noData,99999
MORRCHRVA1,2015-04-23,noData,0001,2710-25956,99999,99999,T,noData,99999
MORRCHRVA1,2015-04-23,noData,0001,2590-82570,99999,99999,T,noData,99999
SUBRSTEMD1,2015-04-22,noData,0001,2571-90068,99999,99999,T,noData,99999
LAKEAESVA1,2015-04-21,noData,0001,2641-63930,99999,99999,T,noData,99999
NEWBCARVA1,2015-04-20,noData,0001,2710-53905,99999,99999,T,noData,99999
NEWBCARVA1,2015-04-20,noData,0001,2710-53938,99999,99999,T,noData,99999
WOLFKARDC1,2015-04-19,noData,0001,2570-44760,99999,99999,T,noData,99999
SOLLCHRMD1,2015-04-17,noData,0001,2690-95968,99999,99999,T,noData,99999
JACOSYDMD1,2015-04-17,noData,0001,2730-24773,99999,99999,T,noData,99999
JACOSYDMD1,2015-04-17,noData,0001,2730-24775,99999,99999,T,noData,99999
WIEBFRAMD1,2015-04-16,noData,0001,2571-70333,99999,99999,T,noData,99999
BAILEESVA1,2015-04-15,noData,0001,1472-43188,99999,99999,T,noData,99999
EDEREDWVA1,2015-04-15,noData,0001,2660-75766,99999,99999,T,noData,99999
TATEJUAMD1,2015-04-14,noData,0001,2641-63971,99999,99999,T,noData,99999
EGGELESVA1,2015-04-13,noData,0001,2441-15036,99999,99999,T,noData,99999
LINDHANMD1,2015-04-13,noData,0001,2690-08451,99999,99999,T,noData,99999
WISECELMD1,2015-04-11,noData,0001,791-17257,99999,99999,T,noData,99999
WISECELMD1,2015-04-11,noData,0001,1232-94725,99999,99999,T,noData,99999
WISECELMD1,2015-04-11,noData,0001,2730-24718,99999,99999,T,noData,99999
LAFOMELVA1,2015-04-11,noData,0001,2710-53984,99999,99999,T,noData,99999
SILLSCOMD1,2015-04-09,noData,0001,2571-70337,99999,99999,T,noData,99999
MARRPETMD2,2015-04-09,noData,0001,1342-72967,99999,99999,T,noData,99999
AAROJESFL1,2015-03-31,noData,0001,2661-31319,99999,99999,T,noData,99999
NEWBCARVA1,2015-03-30,noData,0001,2421-11942,99999,99999,T,noData,99999
DAVIKELVA1,2015-03-29,noData,0001,2710-54316,99999,99999,T,noData,99999
STUECHRVA2,2015-03-15,noData,0001,2531-90240,99999,99999,T,noData,99999
BEALTOMMD1,2014-12-03,noData,0001,2441-96553,99999,99999,T,noData,99999
AAROJESFL1,2014-11-30,noData,0001,2661-07748,99999,99999,T,noData,99999
AAROJESFL1,2014-11-30,noData,0001,2661-31319,99999,99999,T,noData,99999
BEALTOMMD1,2014-10-06,noData,0001,2441-96553,99999,99999,T,noData,99999
KENTADAFL1,2014-08-31,noData,0001,2331-09147,99999,99999,T,noData,99999
KENTADAFL1,2014-07-31,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2014-07-31,noData,0001,2640-61856,99999,99999,T,noData,99999
KENTADAFL1,2014-07-31,noData,0001,2571-90250,99999,99999,T,noData,99999
KENTADAFL1,2014-07-31,noData,0001,2571-90251,99999,99999,T,noData,99999
LAFOMELVA1,2014-07-28,noData,0001,2441-13840,99999,99999,T,noData,99999
GOCHJOAMD1,2014-07-25,noData,0001,2421-34693,99999,99999,T,noData,99999
BEALTOMMD1,2014-07-22,noData,0001,2441-96553,99999,99999,T,noData,99999
BROWANNMD1,2014-07-22,noData,0001,2421-11751,99999,99999,T,noData,99999
BROWANNMD1,2014-07-22,noData,0001,2641-63659,99999,99999,T,noData,99999
STUECHRVA2,2014-07-19,noData,0001,2531-90238,99999,99999,T,noData,99999
ASSMCARMD1,2014-07-17,noData,0001,2301-56535,99999,99999,T,noData,99999
ASSMCARMD1,2014-07-17,noData,0001,1292-64271,99999,99999,T,noData,99999
ASSMCARMD1,2014-07-17,noData,0001,2421-11486,99999,99999,T,noData,99999
FREYFREMD1,2014-07-15,noData,0001,2430-29212,99999,99999,T,noData,99999
PADORAMVA1,2014-07-12,noData,0001,2590-83010,99999,99999,T,noData,99999
DAVIALIVA1,2014-07-03,noData,0001,2690-18994,99999,99999,T,noData,99999
SALOSHEMD1,2014-07-01,noData,0001,2421-11622,99999,99999,T,noData,99999
LUCAJILMD1,2014-07-01,noData,0001,2641-63909,99999,99999,T,noData,99999
YOUNELIMD1,2014-06-30,noData,0001,2441-15032,99999,99999,T,noData,99999
MULLJOYVA1,2014-06-30,noData,0001,2561-44919,99999,99999,T,noData,99999
DALEELIMD1,2014-06-27,noData,0001,2510-03876,99999,99999,T,noData,99999
DALEELIMD1,2014-06-27,noData,0001,2561-56828,99999,99999,T,noData,99999
DALEELIMD1,2014-06-27,noData,0001,2710-54010,99999,99999,T,noData,99999
BURDROBVA1,2014-06-26,noData,0001,2660-75714,99999,99999,T,noData,99999
BURNNANMD1,2014-06-26,noData,0001,2690-08495,99999,99999,T,noData,99999
ONTAHOUDC1,2014-06-26,noData,0001,2561-44929,99999,99999,T,noData,99999
MYERBRUMD1,2014-06-25,noData,0001,791-17240,99999,99999,T,noData,99999
TATEJUAMD1,2014-06-19,noData,0001,2421-34682,99999,99999,T,noData,99999
TATEJUAMD1,2014-06-19,noData,0001,2641-63670,99999,99999,T,noData,99999
GIRAANGMD1,2014-06-19,noData,0001,2301-55901,99999,99999,T,noData,99999
MOSMCARMD1,2014-06-19,noData,0001,2411-37220,99999,99999,T,noData,99999
WARDDOUVA1,2014-06-17,noData,0001,2531-90209,99999,99999,T,noData,99999
RAUNERIMD2,2014-06-16,noData,0001,2531-74574,99999,99999,T,noData,99999
RAUNERIMD2,2014-06-16,noData,0001,2531-74575,99999,99999,T,noData,99999
VONGJENMD1,2014-06-14,noData,0001,2411-37407,99999,99999,T,noData,99999
COLSKATMD1,2014-06-12,noData,0001,2590-83036,99999,99999,T,noData,99999
LIEBJUDMD1,2014-06-09,noData,0001,2540-62827,99999,99999,T,noData,99999
LIEBJUDMD1,2014-06-09,noData,0001,2441-96307,99999,99999,T,noData,99999
WIEBFRAMD1,2014-06-05,noData,0001,2411-37428,99999,99999,T,noData,99999
KENTADAFL1,2014-05-31,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2014-05-31,noData,0001,2640-61856,99999,99999,T,noData,99999
KENTADAFL1,2014-05-31,noData,0001,2571-90250,99999,99999,T,noData,99999
KENTADAFL1,2014-05-31,noData,0001,2571-90251,99999,99999,T,noData,99999
KENTADAFL1,2014-05-31,noData,0001,2331-09114,99999,99999,T,noData,99999
KENTADAFL1,2014-05-31,noData,0001,2331-09148,99999,99999,T,noData,99999
LAFOMELVA1,2014-05-26,noData,0001,2411-37183,99999,99999,T,noData,99999
ROHRSALMD1,2014-05-18,noData,0001,2710-25971,99999,99999,T,noData,99999
PHELCLADC1,2014-05-09,noData,0001,2441-14038,99999,99999,T,noData,99999
WISECELMD1,2014-05-01,noData,0001,742-29468,99999,99999,T,noData,99999
CRONCHRVA2,2014-05-01,noData,0001,2710-25936,99999,99999,T,noData,99999
KENTADAFL1,2014-04-30,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2014-04-30,noData,0001,2571-90251,99999,99999,T,noData,99999
KENTADAFL1,2014-04-30,noData,0001,2331-09148,99999,99999,T,noData,99999
NZPSMBCDC1,2014-04-28,noData,0001,2641-63933,99999,99999,T,noData,99999
REITBOBMD1,2014-04-28,noData,0001,2341-29605,99999,99999,T,noData,99999
BUISNORVA1,2014-04-27,noData,0001,2510-04393,99999,99999,T,noData,99999
HULLJEFVA1,2014-04-26,noData,0001,2561-44925,99999,99999,T,noData,99999
WISECELMD1,2014-04-25,noData,0001,1232-94712,99999,99999,T,noData,99999
YOUNKIMVA1,2014-04-25,noData,0001,2590-82457,99999,99999,T,noData,99999
MARRPETMD2,2014-04-25,noData,0001,2660-75747,99999,99999,T,noData,99999
GECACARVA1,2014-04-24,noData,0001,2710-53702,99999,99999,T,noData,99999
GECACARVA1,2014-04-24,noData,0001,2690-18954,99999,99999,T,noData,99999
DAVIALIVA1,2014-04-23,noData,0001,2690-08458,99999,99999,T,noData,99999
HULLJEFVA1,2014-04-23,noData,0001,2570-44738,99999,99999,T,noData,99999
BURDROBVA1,2014-04-21,noData,0001,2590-82527,99999,99999,T,noData,99999
BURDROBVA1,2014-04-21,noData,0001,2641-63315,99999,99999,T,noData,99999
WISECELMD1,2014-04-18,noData,0001,2571-70324,99999,99999,T,noData,99999
MORRCHRVA1,2014-04-18,noData,0001,2710-25949,99999,99999,T,noData,99999
MORRCHRVA1,2014-04-18,noData,0001,2710-25950,99999,99999,T,noData,99999
WOLFKARDC1,2014-04-17,noData,0001,2570-44760,99999,99999,T,noData,99999
ZAMBTRAMD1,2014-04-16,noData,0001,2441-96541,99999,99999,T,noData,99999
SCHIMARMD1,2014-03-31,noData,0001,2570-44729,99999,99999,T,noData,99999
KENTADAFL1,2014-03-31,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2014-03-31,noData,0001,2640-61856,99999,99999,T,noData,99999
KENTADAFL1,2014-03-31,noData,0001,2571-90250,99999,99999,T,noData,99999
KENTADAFL1,2014-03-31,noData,0001,2571-90251,99999,99999,T,noData,99999
KENTADAFL1,2014-03-31,noData,0001,1991-18078,99999,99999,T,noData,99999
REITBOBMD1,2014-03-21,noData,0001,1811-58816,99999,99999,T,noData,99999
REITBOBMD1,2014-03-21,noData,0001,2441-96522,99999,99999,T,noData,99999
MARRPETMD2,2014-03-18,noData,0001,1342-72967,99999,99999,T,noData,99999
BUISNORVA1,2014-03-15,noData,0001,2531-74567,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,2640-61856,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,2571-90250,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,2571-90251,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,2331-09114,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,1991-18077,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,1991-18078,99999,99999,T,noData,99999
KENTADAFL1,2013-12-31,noData,0001,2331-09148,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,2640-61856,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,2571-90250,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,2571-90251,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,2331-09114,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,1991-18077,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,1991-18078,99999,99999,T,noData,99999
KENTADAFL1,2013-11-30,noData,0001,2331-09148,99999,99999,T,noData,99999
MILLKARFL1,2013-11-30,noData,0001,2590-82091,99999,99999,T,noData,99999
KENTADAFL1,2013-10-31,noData,0001,2640-61858,99999,99999,T,noData,99999
KENTADAFL1,2013-10-31,noData,0001,2640-61856,99999,99999,T,noData,99999
KENTADAFL1,2013-10-31,noData,0001,2571-90250,99999,99999,T,noData,99999
KENTADAFL1,2013-10-31,noData,0001,2571-90251,99999,99999,T,noData,99999
KENTADAFL1,2013-10-31,noData,0001,2331-09114,99999,99999,T,noData,99999
