siteID,date,observer,time,bandNumber,long,lat,type,notes,forayNumber
SINGTONMD1,2002-06-08,noData,0001,791-17024,99999,99999,T,noData,99999
DANIBARMD1,2002-06-08,noData,0001,1920-85901,99999,99999,T,noData,99999
DANIBARMD1,2002-06-08,noData,0001,820-94583,99999,99999,T,noData,99999
STURCARMD1,2002-06-06,noData,0001,2250-24059,99999,99999,T,noData,99999
FERRSUEMD1,2002-06-04,noData,0001,791-17822,99999,99999,T,noData,99999
OMLAKEVMD1,2002-06-04,noData,0001,1141-05754,99999,99999,T,noData,99999
STURCARMD1,2002-06-01,noData,0001,1721-48501,99999,99999,T,noData,99999
TUFTKATMD1,2002-05-31,noData,0001,2250-24051,99999,99999,T,noData,99999
KOSLDREMD1,2002-05-30,noData,0001,791-17003,99999,99999,T,noData,99999
KOSLDREMD1,2002-05-30,noData,0001,820-94561,99999,99999,T,noData,99999
MANNJANDC1,2002-05-30,noData,0001,1920-85917,99999,99999,T,noData,99999
MANNJANDC1,2002-05-30,noData,0001,1920-85919,99999,99999,T,noData,99999
MANNJANDC1,2002-05-30,noData,0001,2250-24415,99999,99999,T,noData,99999
RAYTIMMD1,2002-05-30,noData,0001,1141-05599,99999,99999,T,noData,99999
RAYTIMMD1,2002-05-30,noData,0001,1141-05598,99999,99999,T,noData,99999
HUNTDAVMD2,2002-05-29,noData,0001,2250-24403,99999,99999,T,noData,99999
HUNTDAVMD2,2002-05-29,noData,0001,791-17835,99999,99999,T,noData,99999
REILJENMD1,2002-05-29,noData,0001,1141-05648,99999,99999,T,noData,99999
THOMSUEMD1,2002-05-28,noData,0001,820-94584,99999,99999,T,noData,99999
BROWANNDC1,2002-05-27,noData,0001,1751-51905,99999,99999,T,noData,99999
HAMMBARMD1,2002-05-27,noData,0001,1141-05771,99999,99999,T,noData,99999
HAMMBARMD1,2002-05-27,noData,0001,820-94570,99999,99999,T,noData,99999
MCKEJANMD1,2002-05-27,noData,0001,791-17091,99999,99999,T,noData,99999
SCOLWENMD1,2002-05-26,noData,0001,8001-21212,99999,99999,T,noData,99999
ANDRKENVA1,2002-05-24,noData,0001,2250-24268,99999,99999,T,noData,99999
BURNNANMD1,2002-05-23,noData,0001,2250-24265,99999,99999,T,noData,99999
MCCAKEVMD1,2002-05-23,noData,0001,1751-51915,99999,99999,T,noData,99999
SALOSHEMD1,2002-05-22,noData,0001,1141-05743,99999,99999,T,noData,99999
JOHNTHEMD1,2002-05-21,noData,0001,791-17089,99999,99999,T,noData,99999
BARBJERMD1,2002-05-20,noData,0001,1141-05594,99999,99999,T,noData,99999
WISECELMD1,2002-05-19,noData,0001,791-17020,99999,99999,T,noData,99999
JACOAMYMD1,2002-05-19,noData,0001,1141-05642,99999,99999,T,noData,99999
JACOAMYMD1,2002-05-19,noData,0001,1141-05641,99999,99999,T,noData,99999
JACOAMYMD1,2002-05-19,noData,0001,2250-24278,99999,99999,T,noData,99999
JACOAMYMD1,2002-05-16,noData,0001,8001-21316,99999,99999,T,noData,99999
MUTRCYNMD1,2002-05-16,noData,0001,8001-21312,99999,99999,T,noData,99999
SANFCARMD1,2002-05-15,noData,0001,2250-24048,99999,99999,T,noData,99999
TINIKATMD1,2002-05-15,noData,0001,820-94593,99999,99999,T,noData,99999
BARNDORMD1,2002-05-15,noData,0001,2250-24410,99999,99999,T,noData,99999
MORAJANMD1,2002-05-15,noData,0001,791-17015,99999,99999,T,noData,99999
SANFCARMD1,2002-05-14,noData,0001,1141-05591,99999,99999,T,noData,99999
SANFCARMD1,2002-05-14,noData,0001,1751-51934,99999,99999,T,noData,99999
LERNJEFMD1,2002-05-13,noData,0001,2250-24074,99999,99999,T,noData,99999
RAUNERIMD1,2002-05-13,noData,0001,1920-85903,99999,99999,T,noData,99999
BEALTOMMD1,2002-05-12,noData,0001,1141-05597,99999,99999,T,noData,99999
FREYFREMD1,2002-05-11,noData,0001,791-17074,99999,99999,T,noData,99999
WISECELMD1,2002-05-10,noData,0001,1141-05776,99999,99999,T,noData,99999
COWLANDMD1,2002-05-10,noData,0001,1141-05620,99999,99999,T,noData,99999
EVANMICMD1,2002-05-10,noData,0001,791-17076,99999,99999,T,noData,99999
WOODPAUVA1,2002-05-09,noData,0001,2250-24285,99999,99999,T,noData,99999
PICKCREMD1,2002-05-07,noData,0001,2250-24256,99999,99999,T,noData,99999
CARLSHIMD1,2002-05-04,noData,0001,2250-24229,99999,99999,T,noData,99999
DRAKBERMD1,2002-05-03,noData,0001,1721-48514,99999,99999,T,noData,99999
CARLSHIMD1,2002-05-01,noData,0001,791-17047,99999,99999,T,noData,99999
EVANMICMD1,2002-05-01,noData,0001,2250-24242,99999,99999,T,noData,99999
REITBOBMD1,2002-05-01,noData,0001,1721-48518,99999,99999,T,noData,99999
SULLPAUVA1,2002-04-28,noData,0001,791-17030,99999,99999,T,noData,99999
BERNCHRMD1,2002-04-28,noData,0001,1141-05626,99999,99999,T,noData,99999
BERNCHRMD1,2002-04-26,noData,0001,8001-21304,99999,99999,T,noData,99999
WOODPAUVA1,2002-04-24,noData,0001,8001-21318,99999,99999,T,noData,99999
BRUEELIMD1,2002-04-22,noData,0001,1141-05724,99999,99999,T,noData,99999
MORAANGMD1,2002-04-21,noData,0001,1141-05622,99999,99999,T,noData,99999
MORAANGMD1,2002-04-21,noData,0001,1141-05623,99999,99999,T,noData,99999
REILJENMD1,2002-04-21,noData,0001,8001-21321,99999,99999,T,noData,99999
MALLBARMD1,2002-04-19,noData,0001,1141-05440,99999,99999,T,noData,99999
STANJEFMD1,2002-04-18,noData,0001,2250-24404,99999,99999,T,noData,99999
MERRJOAMD1,2002-04-17,noData,0001,8001-21210,99999,99999,T,noData,99999
BRUEELIMD1,2002-04-16,noData,0001,1920-85920,99999,99999,T,noData,99999
HAMIMARMD1,2002-04-15,noData,0001,1751-51999,99999,99999,T,noData,99999
NZPSMBCDC1,2002-04-11,noData,0001,1141-05569,99999,99999,T,noData,99999
THOMSUEMD1,2002-04-09,noData,0001,820-94585,99999,99999,T,noData,99999
PERRCHRMD1,2002-04-07,noData,0001,1920-85879,99999,99999,T,noData,99999
PERRCHRMD1,2002-04-07,noData,0001,2250-24001,99999,99999,T,noData,99999
MERRJOAMD1,2002-04-04,noData,0001,1141-05441,99999,99999,T,noData,99999
BARBJERMD1,2002-04-02,noData,0001,1152-87532,99999,99999,T,noData,99999
BROWANNDC1,2002-04-01,noData,0001,1152-87530,99999,99999,T,noData,99999
RAUNERIMD1,2002-03-23,noData,0001,1141-05580,99999,99999,T,noData,99999
COLALISMD1,2002-03-05,noData,0001,1751-51918,99999,99999,T,noData,99999
HEATSUEVA1,2002-03-04,noData,0001,1920-85943,99999,99999,T,noData,99999
HUTCBARVA1,2001-06-22,noData,0001,1920-85927,99999,99999,T,noData,99999
HUTCBARVA1,2001-06-22,noData,0001,1141-05734,99999,99999,T,noData,99999
RABIANDMD1,2001-06-20,noData,0001,791-17750,99999,99999,T,noData,99999
REITBOBMD1,2001-06-15,noData,0001,791-17802,99999,99999,T,noData,99999
BARBJERMD1,2001-06-08,noData,0001,1920-85905,99999,99999,T,noData,99999
BARBJERMD1,2001-06-08,noData,0001,1920-85907,99999,99999,T,noData,99999
MAHOJIMMD1,2001-06-04,noData,0001,1920-85926,99999,99999,T,noData,99999
BRUEELIMD1,2001-05-26,noData,0001,1141-05727,99999,99999,T,noData,99999
LEWASUSMA1,2017-06-07,JLK,0730,2651-43496,-72.5122167,42.33977545,I,Flew into net and bounced out,99999
ZIMMBOBMA1,2015-06-18,noData,0001,2690-87596,-72.66925,42.36776,noData,below orchard in backyard; 42.36776 & 72.66925 (4m accuracy),99999
KINGDAVMA1,2015-06-18,noData,0001,2371-04325,-72.3044,42.2406,noData,"2 neighbors down; 42.2406, -72.3044",99999
BARNDORMD1,2017-07-14,AKW,1051,2421-62300,-77.00371,38.97551,F,Resighted during BLOCDAVMD1 resight,1
CLARCOLDC1,2017-07-12,AKW,0922,2661-31597,-77.04601,38.91868,F,"BIRD SEEN AS P,X THE WRITTEN BIRD IS BEST GUESS ASSUMING THE M IS ACTUALLY MEANT TO BE A P AND THE BIRD LOST A BAND. TRIED TO CHECK IN BANDING DATA, BUT IT ISN'T THERE.... NOR IS THE RECORD OF THE VISIT IN THE COMPUTER. CHICKADEE VISIT? EITHER WAY THIS NEEDS TO BE LOOKED INTO.",1
LEONTESDC1,2017-07-11,KLW,0830,2710-54300,-77.05681,38.93488,I,NESTING WITH 2710-54292 IN SAME BOX AS 2016,99999
ZEMKSYDVA1,2017-07-08,KLW,0647,2641-96986,-77.07889,38.74524,F,Could not see metal band on bird...only yellow band...,1
FREYFREMD1,2017-07-06,akw,1033,noData,-76.66871,39.37639,F,CACH POSSIBLE 2460-22795 R BAND SEEN BUT UNABLE TO GET BETTER LOOK,1
RIGAMARPA1,2017-07-05,LY,0900,noData,99999,99999,I,"SOSP with GG,RX. No results for band number in query search.",99999
GERYERIMD1,2017-06-30,AKW,0742,noData,-77.12013,39.00008,F,"UNABLE TO DETERMINE INDIVIDUAL MISSING 1 BAND SEEN AS X,B F NOCA. TWO POSSIBILITIES FROM 2012 AND 2014",1
KEYESUSMD1,2017-06-30,KLW,1001,noData,-77.30787,39.08956,F,"Missing a color band - could not ID to individual (G,X)",1
MADJDAVPA1,2017-06-30,LY,1010,2430-14708,-80.1784,40.66529,F,Banded HOWR mating with unbanded female,1
SALITYLNC1,2017-06-28,AJB,0730,2180-92572,99999,99999,I,"Missing right leg. Two CACH were banded with white on right. This is the bird seen often in 2015. W,OX had never been resighted by the homeowner. W,GX had been seen until W,-- became a frequent visitor. Still, no positive ID on which bird this is.",99999
REITBOBMD1,2017-06-19,"akw, klw",0947,noData,-77.02028,39.99494,F,"YY,X NOCA F - cannot find record of this bird and therefore cannot ID band number",1
MAFFANGPA1,2017-06-15,LY,0920,noData,99999,99999,I,"Band number unknown (2016 data not in records for this site). SOSP with color combos BP,BX.",99999
BOSCJOEDC1,2017-06-14,JLM,0943,2651-56778,-77.06208,38.93554,F,Missing color bands. This is the only GRCA with X on the right,1
ROBELINNC1,2017-06-07,AJB,1056,0951-61578,-80.28833,36.11005,F,Located in same place as last year in a cul-de-sac about 220m east of participant's yard.,1
NICHALIMD1,2010-06-04,noData,0001,2411-37148,99999,99999,T,noData,99999
FORCBREVA1,2010-06-03,noData,0001,2441-15013,99999,99999,T,noData,99999
MILLJOEMD1,2010-06-03,noData,0001,2411-37132,99999,99999,T,noData,99999
SPEYPAUMD1,2010-06-02,noData,0001,2400-00699,99999,99999,T,noData,99999
SPEYPAUMD1,2010-06-02,noData,0001,2510-03803,99999,99999,T,noData,99999
SPEYPAUMD1,2010-06-02,noData,0001,2510-03804,99999,99999,T,noData,99999
LUCIDANMD1,2010-06-02,noData,0001,1991-46134,99999,99999,T,noData,99999
LUCIDANMD1,2010-06-02,noData,0001,2590-82202,99999,99999,T,noData,99999
MCKEANNVA1,2010-06-02,noData,0001,1841-58847,99999,99999,T,noData,99999
MCKEANNVA1,2010-06-02,noData,0001,2341-29311,99999,99999,T,noData,99999
SUBRSTEMD1,2010-05-29,noData,0001,2251-80091,99999,99999,T,noData,99999
SUBRSTEMD1,2010-05-29,noData,0001,2251-80092,99999,99999,T,noData,99999
LIEBJUDMD1,2010-05-27,noData,0001,2281-69478,99999,99999,T,noData,99999
LIEBJUDMD1,2010-05-27,noData,0001,1292-64213,99999,99999,T,noData,99999
LYONLYNVA1,2010-05-27,noData,0001,2301-56062,99999,99999,T,noData,99999
JACKALADC1,2010-05-25,noData,0001,2411-37266,99999,99999,T,noData,99999
SHEEMARMD1,2010-05-24,noData,0001,2301-56584,99999,99999,T,noData,99999
FUISLISVA1,2010-05-24,noData,0001,2411-37731,99999,99999,T,noData,99999
GOCHJOAMD1,2010-05-22,noData,0001,2540-62856,99999,99999,T,noData,99999
STURCARMD1,2010-05-21,noData,0001,1951-41074,99999,99999,T,noData,99999
WOLFAMYDC1,2010-05-20,noData,0001,2301-56961,99999,99999,T,noData,99999
WOLFAMYDC1,2010-05-20,noData,0001,2301-56962,99999,99999,T,noData,99999
BAINANDMD1,2010-05-20,noData,0001,2411-37119,99999,99999,T,noData,99999
BROWANNDC1,2010-05-19,noData,0001,1292-64336,99999,99999,T,noData,99999
KESTSABDC1,2010-05-15,noData,0001,1292-64512,99999,99999,T,noData,99999
BARNDORMD1,2010-05-14,noData,0001,2411-37304,99999,99999,T,noData,99999
FARYSIMMD1,2010-05-14,noData,0001,2301-55938,99999,99999,T,noData,99999
EVANMICMD1,2010-05-13,noData,0001,2540-62928,99999,99999,T,noData,99999
SOLLCHRMD1,2010-05-07,noData,0001,2411-37329,99999,99999,T,noData,99999
WIEBFRAMD1,2010-05-06,noData,0001,2411-37429,99999,99999,T,noData,99999
GOROCARDC1,2010-05-05,noData,0001,2341-30114,99999,99999,T,noData,99999
GOROCARDC1,2010-05-05,noData,0001,2411-37333,99999,99999,T,noData,99999
REITBOBMD1,2010-04-15,noData,0001,2301-56925,99999,99999,T,noData,99999
VONGJENMD1,2010-04-10,noData,0001,2590-82308,99999,99999,T,noData,99999
VONGJENMD1,2010-04-10,noData,0001,2441-14203,99999,99999,T,noData,99999
WOODPAUVA1,2010-03-24,noData,0001,841-76358,99999,99999,T,noData,99999
REITBOBMD1,2010-03-15,noData,0001,1202-99063,99999,99999,T,noData,99999
NZPSMBCDC1,2010-01-27,noData,0001,2441-15034,99999,99999,T,noData,99999
REITBOBMD1,2009-09-15,noData,0001,2301-56785,99999,99999,T,noData,99999
REITBOBMD1,2009-08-26,noData,0001,2301-56791,99999,99999,T,noData,99999
ROHRSALMD1,2009-07-30,noData,0001,2301-56597,99999,99999,T,noData,99999
ROHRSALMD1,2009-07-30,noData,0001,2510-03802,99999,99999,T,noData,99999
ZENKBOBMD1,2009-07-29,noData,0001,1951-41237,99999,99999,T,noData,99999
MCDOELIVA1,2009-07-29,noData,0001,1232-88302,99999,99999,T,noData,99999
MCNAKRIMD1,2009-07-29,noData,0001,2301-56067,99999,99999,T,noData,99999
LAFOMELVA1,2009-07-27,noData,0001,1991-46196,99999,99999,T,noData,99999
FAGABERMD1,2009-07-24,noData,0001,2251-80505,99999,99999,T,noData,99999
RUSSJODMD1,2009-07-23,noData,0001,2281-69420,99999,99999,T,noData,99999
OWENDORVA1,2009-07-22,noData,0001,1951-41098,99999,99999,T,noData,99999
RAUNERIMD1,2009-07-22,noData,0001,1991-46150,99999,99999,T,noData,99999
MILLLORVA1,2009-07-18,noData,0001,2301-56530,99999,99999,T,noData,99999
THOMMARDC1,2009-07-17,noData,0001,2281-69203,99999,99999,T,noData,99999
MCKEJANMD1,2009-07-16,noData,0001,1801-09483,99999,99999,T,noData,99999
MCKEJANMD1,2009-07-16,noData,0001,1991-21108,99999,99999,T,noData,99999
WIEBFRAMD1,2009-07-14,noData,0001,2301-56097,99999,99999,T,noData,99999
STURCARMD1,2009-07-13,noData,0001,2250-90370,99999,99999,T,noData,99999
WILLTERMD1,2009-07-13,noData,0001,2301-56808,99999,99999,T,noData,99999
SCHIMARMD1,2009-07-11,noData,0001,2460-22727,99999,99999,T,noData,99999
VOSSCOLVA1,2009-07-11,noData,0001,1272-43108,99999,99999,T,noData,99999
SALAJENMD1,2009-07-09,noData,0001,2301-56809,99999,99999,T,noData,99999
PICKCREMD1,2009-07-07,noData,0001,2281-69472,99999,99999,T,noData,99999
STURCARMD1,2009-07-03,noData,0001,2400-00690,99999,99999,T,noData,99999
STURCARMD1,2009-07-03,noData,0001,1951-41073,99999,99999,T,noData,99999
STURCARMD1,2009-07-03,noData,0001,2460-22958,99999,99999,T,noData,99999
STURCARMD1,2009-07-03,noData,0001,1991-46187,99999,99999,T,noData,99999
WILLRAJMD1,2009-07-03,noData,0001,2251-80311,99999,99999,T,noData,99999
OBRICHRMD1,2009-06-30,noData,0001,2460-22717,99999,99999,T,noData,99999
MILLPAUMD1,2009-06-29,noData,0001,2301-56865,99999,99999,T,noData,99999
WARDDOUVA1,2009-06-28,noData,0001,1991-46192,99999,99999,T,noData,99999
KRAMPAUMD1,2009-06-27,noData,0001,2301-55950,99999,99999,T,noData,99999
RAYTIMMD1,2009-06-27,noData,0001,2460-22930,99999,99999,T,noData,99999
LANGANKVA1,2009-06-26,noData,0001,2341-29336,99999,99999,T,noData,99999
CONAGAIMD1,2009-06-24,noData,0001,2540-62920,99999,99999,T,noData,99999
SALOSHEMD1,2009-06-22,noData,0001,1951-41109,99999,99999,T,noData,99999
SALOSHEMD1,2009-06-22,noData,0001,4501-87449,99999,99999,T,noData,99999
GOCHJOAMD1,2009-06-12,noData,0001,2301-56910,99999,99999,T,noData,99999
GOCHJOAMD1,2009-06-12,noData,0001,2301-56657,99999,99999,T,noData,99999
HAMIMARMD1,2009-06-06,noData,0001,2301-55919,99999,99999,T,noData,99999
KORRHARMD1,2009-06-04,noData,0001,1991-46110,99999,99999,T,noData,99999
MORAANGMD1,2009-06-04,noData,0001,2301-56878,99999,99999,T,noData,99999
LIEBJUDMD1,2009-06-03,noData,0001,2301-56036,99999,99999,T,noData,99999
HALLDEBVA1,2009-06-01,noData,0001,2341-29326,99999,99999,T,noData,99999
REITBOBMD1,2009-06-01,noData,0001,2301-56791,99999,99999,T,noData,99999
REITBOBMD1,2009-06-01,noData,0001,2251-80703,99999,99999,T,noData,99999
FISHFERVA1,2009-05-30,noData,0001,2510-03824,99999,99999,T,noData,99999
TINIKATMD1,2009-05-29,noData,0001,2301-56039,99999,99999,T,noData,99999
COLSKATMD1,2009-05-29,noData,0001,2460-22747,99999,99999,T,noData,99999
ASSMCARMD1,2009-05-28,noData,0001,2261-38348,99999,99999,T,noData,99999
ASSMCARMD1,2009-05-28,noData,0001,2301-56534,99999,99999,T,noData,99999
BRIGKIMMD1,2009-05-28,noData,0001,1991-21151,99999,99999,T,noData,99999
SPEYPAUMD1,2009-05-27,noData,0001,2510-03803,99999,99999,T,noData,99999
FREYFREMD1,2009-05-25,noData,0001,2341-30143,99999,99999,T,noData,99999
MORRJESMD1,2009-05-23,noData,0001,2281-69485,99999,99999,T,noData,99999
SIMOROSVA1,2009-05-21,noData,0001,1202-99051,99999,99999,T,noData,99999
SIMOROSVA1,2009-05-21,noData,0001,2341-30322,99999,99999,T,noData,99999
ANDEMIKMD1,2009-05-21,noData,0001,2301-55920,99999,99999,T,noData,99999
WOODPAUVA1,2009-05-20,noData,0001,2301-08219,99999,99999,T,noData,99999
MOSMCARMD1,2009-05-19,noData,0001,2540-62816,99999,99999,T,noData,99999
JACOSYDMD1,2009-05-16,noData,0001,2341-30110,99999,99999,T,noData,99999
SCHLROBMD1,2009-05-15,noData,0001,1991-46181,99999,99999,T,noData,99999
REITBOBMD1,2009-05-15,noData,0001,2301-56925,99999,99999,T,noData,99999
REITBOBMD1,2009-05-15,noData,0001,2301-56785,99999,99999,T,noData,99999
NICHSANMD1,2009-05-14,noData,0001,1991-46756,99999,99999,T,noData,99999
STEWBETMD1,2009-05-13,noData,0001,2281-69408,99999,99999,T,noData,99999
STEWBETMD1,2009-05-13,noData,0001,2281-69491,99999,99999,T,noData,99999
WILLTINVA1,2009-05-12,noData,0001,2281-69446,99999,99999,T,noData,99999
RAUNERIMD1,2009-05-11,noData,0001,1951-20960,99999,99999,T,noData,99999
STANJEFMD1,2009-05-07,noData,0001,1841-58841,99999,99999,T,noData,99999
STANJEFMD1,2009-05-07,noData,0001,2400-00682,99999,99999,T,noData,99999
CAMPGLOMD1,2009-04-23,noData,0001,2281-69466,99999,99999,T,noData,99999
BALASUCMD1,2009-04-22,noData,0001,2301-55930,99999,99999,T,noData,99999
FREYFREMD1,2009-04-16,noData,0001,2341-30143,99999,99999,T,noData,99999
BALASUCMD1,2009-03-28,noData,0001,2301-55930,99999,99999,T,noData,99999
DAVIALIVA1,2009-03-15,noData,0001,742-29174,99999,99999,T,noData,99999
REITBOBMD1,2009-03-08,noData,0001,2261-38311,99999,99999,T,noData,99999
NZPAMAZDC1,2009-01-15,noData,0001,2301-56924,99999,99999,T,noData,99999
NZPSMBCDC1,2008-12-23,noData,0001,1751-51960,99999,99999,T,noData,99999
PANCSAMMD1,2008-08-04,noData,0001,2261-38315,99999,99999,T,noData,99999
OWENDORVA1,2008-07-30,noData,0001,2281-69417,99999,99999,T,noData,99999
BROWANNDC1,2008-07-23,noData,0001,2281-69413,99999,99999,T,noData,99999
ZAMBTRAMD1,2008-07-18,noData,0001,1991-46164,99999,99999,T,noData,99999
HUNTDAVMD2,2008-07-18,noData,0001,791-17835,99999,99999,T,noData,99999
NEWBCARVA1,2008-07-11,noData,0001,1991-21138,99999,99999,T,noData,99999
NEWBCARVA1,2008-07-11,noData,0001,2510-04320,99999,99999,T,noData,99999
NATICATDC1,2008-07-09,noData,0001,1951-41124,99999,99999,T,noData,99999
WILLRAJMD1,2008-07-06,noData,0001,2261-38332,99999,99999,T,noData,99999
WILLRAJMD1,2008-07-06,noData,0001,1991-46155,99999,99999,T,noData,99999
DAVIALIVA1,2008-07-01,noData,0001,2301-56028,99999,99999,T,noData,99999
FOLEMARMD1,2008-06-30,noData,0001,2510-04309,99999,99999,T,noData,99999
MISSEDDC1,2008-06-27,noData,0001,2301-56905,99999,99999,T,noData,99999
MCKEANNVA1,2008-06-20,noData,0001,1951-41060,99999,99999,T,noData,99999
SCHLROBMD1,2008-06-19,noData,0001,2350-07896,99999,99999,T,noData,99999
COLSKATMD1,2008-06-19,noData,0001,1801-77835,99999,99999,T,noData,99999
COLSKATMD1,2008-06-19,noData,0001,2251-80739,99999,99999,T,noData,99999
COLSKATMD1,2008-06-19,noData,0001,2251-80747,99999,99999,T,noData,99999
LIEBJUDMD1,2008-06-19,noData,0001,2301-56036,99999,99999,T,noData,99999
WILLTINVA1,2008-06-18,noData,0001,2281-69446,99999,99999,T,noData,99999
