userId,bandNumber,date,time,comment,sessionId
BRIAN,2701-74787,2018-11-17,13:44 UTC,,NA
BRIAN,2471-68011,2018-11-17,13:48 UTC,,NA
BRIAN,2840-12274,2018-11-17,13:49 UTC,,NA
BRIAN,2471-68236,2018-11-17,13:50 UTC,,NA
KEVIN,2701-39091,2018-11-17,22:09 UTC,Male,NA
KEVIN,2421-04201,2018-11-18,11:46 UTC,,NA
KEVIN,2701-39091,2018-11-18,12:02 UTC,,NA
KEVIN,2711-77194,2018-11-18,12:03 UTC,,NA
KEVIN,2471-68021,2018-11-18,12:03 UTC,,NA
KEVIN,2741-54668,2018-11-18,12:08 UTC,,NA
KEVIN,2471-68020,2018-11-18,12:10 UTC,,NA
KEVIN,2741-54668,2018-11-18,12:11 UTC,,NA
KEVIN,-_PY,2018-11-18,12:12 UTC,,NA
KEVIN,2471-68020,2018-11-18,12:14 UTC,,NA
KEVIN,2471-68020,2018-11-18,12:21 UTC,,NA
KEVIN,2701-74746,2018-11-18,12:24 UTC,,NA
KEVIN,2701-74783,2018-11-18,12:27 UTC,,NA
KEVIN,2741-54677,2018-11-18,14:45 UTC,,NA
KEVIN,2741-54668,2018-11-18,14:46 UTC,,NA
BRIAN,2701-74784,2018-11-18,17:29 UTC,,NA
BRIAN,2701-74793,2018-11-18,17:31 UTC,,NA
BRIAN,B_GO,2018-11-18,17:33 UTC,,NA
BRIAN,2471-68236,2018-11-18,17:36 UTC,,NA
BRIAN,W_OG,2018-11-18,17:37 UTC,,NA
BRIAN,2471-68219,2018-11-18,17:38 UTC,,NA
BRIAN,2741-54668,2018-11-18,17:40 UTC,,NA
BRIAN,2701-74784,2018-11-18,17:41 UTC,,NA
BRIAN,WM_M,2018-11-18,17:46 UTC,,NA
BRIAN,2840-12279,2018-11-18,17:47 UTC,,NA
BRIAN,2701-74787,2018-11-18,17:47 UTC,,NA
BRIAN,2701-74746,2018-11-18,17:51 UTC,,NA
BRIAN,2701-74747,2018-11-18,17:55 UTC,,NA
KEVIN,2741-54668,2018-11-18,21:06 UTC,,NA
KEVIN,2840-12279,2018-11-18,21:07 UTC,,NA
KEVIN,2741-54677,2018-11-18,21:10 UTC,,NA
KEVIN,2421-04201,2018-11-18,21:11 UTC,,NA
KEVIN,2701-74781,2018-11-18,21:11 UTC,,NA
KEVIN,2741-54668,2018-11-18,21:13 UTC,,NA
KEVIN,2750-64378,2018-11-18,21:14 UTC,,NA
KEVIN,2471-68026,2018-11-18,21:14 UTC,,NA
KEVIN,2471-68020,2018-11-18,21:15 UTC,,NA
KEVIN,2471-68026,2018-11-18,21:16 UTC,,NA
KEVIN,2471-68026,2018-11-18,21:17 UTC,,NA
KEVIN,2471-68028,2018-11-18,21:18 UTC,,NA
KEVIN,2741-54668,2018-11-18,21:18 UTC,,NA
KEVIN,2421-04201,2018-11-18,21:21 UTC,,NA
KEVIN,2471-68028,2018-11-18,21:22 UTC,,NA
KEVIN,2840-12279,2018-11-18,21:26 UTC,,NA
BRIAN,2701-74745,2018-11-18,22:06 UTC,,NA
BRIAN,2701-74747,2018-11-19,12:05 UTC,,NA
BRIAN,2840-12279,2018-11-19,12:06 UTC,,NA
BRIAN,2471-68236,2018-11-19,12:09 UTC,,NA
BRIAN,2471-68026,2018-11-19,12:09 UTC,,NA
BRIAN,2701-74746,2018-11-19,12:12 UTC,,NA
KEVIN,2701-74781,2018-11-19,12:34 UTC,,NA
KEVIN,2701-74781,2018-11-19,12:41 UTC,,NA
KEVIN,2840-12279,2018-11-19,12:44 UTC,,NA
KEVIN,2471-68020,2018-11-19,12:54 UTC,,NA
KEVIN,2701-39096,2018-11-19,12:55 UTC,,NA
KEVIN,2840-12279,2018-11-19,12:59 UTC,,NA
KEVIN,2741-54677,2018-11-19,13:00 UTC,No black,NA
KEVIN,2711-77194,2018-11-19,13:02 UTC,,NA
KEVIN,2471-68020,2018-11-19,13:08 UTC,,NA
KEVIN,2750-64378,2018-11-19,13:22 UTC,,NA
KEVIN,2701-74781,2018-11-19,13:25 UTC,,NA
KEVIN,2471-68020,2018-11-19,13:25 UTC,,NA
BRIAN,2741-54668,2018-11-19,14:09 UTC,,NA
BECCA,2471-68020,2018-11-19,14:17 UTC,,NA
BECCA,2471-68203,2018-11-19,14:17 UTC,,NA
BECCA,2840-12359,2018-11-19,14:18 UTC,,NA
BECCA,2711-54868,2018-11-19,14:19 UTC,,NA
BECCA,2701-74787,2018-11-19,14:20 UTC,,NA
BECCA,2741-54668,2018-11-19,14:20 UTC,,NA
BECCA,O_GG,2018-11-19,14:21 UTC,,NA
BECCA,2711-77194,2018-11-19,14:22 UTC,,NA
BECCA,2840-12279,2018-11-19,14:23 UTC,,NA
BECCA,2471-68028,2018-11-19,14:28 UTC,,NA
BECCA,KG_Y,2018-11-19,14:29 UTC,,NA
TIM,2471-68259,2018-11-19,15:39 UTC,,NA
TIM,2471-68223,2018-11-19,15:41 UTC,,NA
BECCA,O_GG,2018-11-19,16:08 UTC,,NA
KEVIN,2471-68020,2018-11-19,18:03 UTC,,NA
KEVIN,2701-74781,2018-11-19,18:03 UTC,,NA
KEVIN,2471-68236,2018-11-19,18:04 UTC,,NA
KEVIN,2741-54668,2018-11-19,18:04 UTC,,NA
KEVIN,2741-54668,2018-11-19,18:06 UTC,,NA
KEVIN,2711-77194,2018-11-19,18:09 UTC,,NA
KEVIN,2741-54668,2018-11-19,18:09 UTC,,NA
KEVIN,2741-54677,2018-11-19,18:10 UTC,,NA
BRIAN,2840-12279,2018-11-19,18:48 UTC,,NA
BRIAN,2741-54668,2018-11-19,18:50 UTC,,NA
BRIAN,2741-54677,2018-11-19,18:51 UTC,,NA
BRIAN,2701-74748,2018-11-19,18:53 UTC,,NA
BRIAN,2471-68095,2018-11-19,19:08 UTC,,NA
BRIAN,2741-54668,2018-11-19,19:09 UTC,,NA
BRIAN,2840-12279,2018-11-19,19:10 UTC,,NA
BRIAN,2471-68028,2018-11-19,19:11 UTC,,NA
BRIAN,1793-94807,2018-11-19,19:12 UTC,,NA
BRIAN,2471-68223,2018-11-19,19:14 UTC,,NA
BRIAN,2471-68010,2018-11-19,19:15 UTC,,NA
BRIAN,2471-68020,2018-11-19,19:15 UTC,,NA
BRIAN,2471-68031,2018-11-19,19:19 UTC,,NA
KEVIN,2471-68085,2018-11-19,20:10 UTC,,NA
KEVIN,2471-68095,2018-11-19,20:15 UTC,,NA
KEVIN,2471-68010,2018-11-19,20:16 UTC,,NA
KEVIN,2701-74745,2018-11-20,12:31 UTC,,NA
KEVIN,2701-74745,2018-11-20,12:33 UTC,,NA
KEVIN,2741-54668,2018-11-20,12:34 UTC,,NA
KEVIN,2701-74793,2018-11-20,12:35 UTC,,NA
KEVIN,2471-68020,2018-11-20,12:36 UTC,,NA
KEVIN,2701-74748,2018-11-20,12:37 UTC,,NA
KEVIN,2471-68024,2018-11-20,13:27 UTC,,NA
KEVIN,2701-39091,2018-11-20,13:28 UTC,,NA
KEVIN,2471-68219,2018-11-20,13:32 UTC,Male,NA
KEVIN,2701-74787,2018-11-20,13:32 UTC,,NA
KEVIN,2741-54668,2018-11-03,13:54 UTC,,NA
KEVIN,2701-74784,2018-11-03,13:58 UTC,,NA
KEVIN,2701-39096,2018-11-03,17:14 UTC,,NA
KEVIN,KR_P,2018-11-03,17:27 UTC,,NA
KEVIN,2741-54668,2018-11-03,17:27 UTC,,NA
KEVIN,2701-74784,2018-11-03,17:53 UTC,,NA
KEVIN,2741-54668,2018-11-03,20:59 UTC,,NA
KEVIN,2741-54668,2018-11-03,21:02 UTC,,NA
KEVIN,2421-04201,2018-11-03,21:03 UTC,,NA
KEVIN,2471-68021,2018-11-03,21:36 UTC,,NA
KEVIN,2471-68021,2018-11-03,21:40 UTC,,NA
KEVIN,2711-77169,2018-11-03,21:43 UTC,,NA
KEVIN,2701-74747,2018-11-03,21:44 UTC,,NA
KEVIN,2701-74747,2018-11-03,21:45 UTC,,NA
KEVIN,2701-74781,2018-11-03,21:48 UTC,,NA
KEVIN,2701-74763,2018-11-03,21:51 UTC,,NA
KEVIN,2710-74787,2018-11-03,21:53 UTC,,NA
KEVIN,2701-74781,2018-11-03,21:56 UTC,,NA
BRIAN,2710-74745,2018-11-03,22:12 UTC,,NA
KEVIN,2741-54668,2018-11-04,11:51 UTC,,NA
BRIAN,2741-54668,2018-11-04,11:51 UTC,,NA
KEVIN,2701-74747,2018-11-04,11:56 UTC,,NA
KEVIN,2701-74793,2018-11-04,11:59 UTC,,NA
KEVIN,2701-74781,2018-11-04,11:59 UTC,,NA
KEVIN,2701-74747,2018-11-04,11:59 UTC,,NA
KEVIN,2701-74748,2018-11-04,12:02 UTC,,NA
KEVIN,2701-74783,2018-11-04,12:02 UTC,,NA
KEVIN,2701-74745,2018-11-04,12:07 UTC,cute,NA
KEVIN,2701-74781,2018-11-04,12:10 UTC,hatch year,NA
KEVIN,2701-74784,2018-11-04,12:14 UTC,,NA
KEVIN,2840-12359,2018-11-04,12:31 UTC,,NA
KEVIN,2741-54668,2018-11-04,12:59 UTC,,NA
KEVIN,2701-74793,2018-11-04,15:52 UTC,,NA
KEVIN,2741-54668,2018-11-04,15:52 UTC,,NA
KEVIN,2741-54668,2018-11-04,15:53 UTC,,NA
KEVIN,2701-74784,2018-11-04,15:53 UTC,,NA
KEVIN,2741-54668,2018-11-04,15:54 UTC,,NA
KEVIN,2741-54677,2018-11-04,16:50 UTC,black missing?,NA
KEVIN,2741-54677,2018-11-04,16:50 UTC,nevermind... not missing ,NA
BRIAN,2701-74784,2018-11-04,17:36 UTC,,NA
BRIAN,2701-74781,2018-11-04,17:57 UTC,,NA
KEVIN,2701-74793,2018-11-04,19:25 UTC,,NA
BRIAN,2421-04201,2018-11-04,19:28 UTC,,NA
KEVIN,2421-04201,2018-11-04,19:29 UTC,,NA
KEVIN,2421-04201,2018-11-04,19:30 UTC,left wing seems to be drooping,NA
KEVIN,KR_P,2018-11-04,19:33 UTC,,NA
KEVIN,2701-74784,2018-11-04,19:34 UTC,,NA
KEVIN,2471-68021,2018-11-04,19:35 UTC,,NA
KEVIN,2701-74784,2018-11-04,19:39 UTC,,NA
KEVIN,2701-74781,2018-11-04,20:10 UTC,,NA
KEVIN,2711-77169,2018-11-04,20:11 UTC,,NA
KEVIN,2701-74746,2018-11-04,20:12 UTC,,NA
KEVIN,2701-74746,2018-11-04,20:12 UTC,,NA
KEVIN,2701-74746,2018-11-04,20:13 UTC,,NA
KEVIN,2840-12279,2018-11-04,20:15 UTC,,NA
KEVIN,2840-12279,2018-11-04,20:16 UTC,,NA
KEVIN,2701-74781,2018-11-04,20:17 UTC,,NA
KEVIN,2701-74784,2018-11-04,21:22 UTC,,NA
KEVIN,2701-74784,2018-11-04,21:23 UTC,,NA
KEVIN,2741-54668,2018-11-04,21:24 UTC,,NA
KEVIN,2701-74747,2018-11-04,21:25 UTC,,NA
KEVIN,2701-74781,2018-11-04,21:27 UTC,,NA
KEVIN,2741-54668,2018-11-04,21:27 UTC,,NA
KEVIN,2471-68021,2018-11-04,21:28 UTC,,NA
KEVIN,2840-12279,2018-11-04,21:32 UTC,,NA
BRIAN,2701-74747,2018-11-05,12:03 UTC,,NA
BRIAN,2701-74784,2018-11-05,12:05 UTC,,NA
BRIAN,2701-39091,2018-11-05,12:09 UTC,,NA
BRIAN,2701-74746,2018-11-05,12:15 UTC,,NA
BRIAN,2711-77194,2018-11-05,12:16 UTC,,NA
KEVIN,2840-12279,2018-11-05,12:27 UTC,,NA
KEVIN,2840-12279,2018-11-05,12:28 UTC,,NA
BRIAN,2840-12279,2018-11-05,12:29 UTC,becca,NA
KEVIN,2840-12279,2018-11-05,12:29 UTC,,NA
BRIAN,2710-74787,2018-11-05,12:32 UTC,becca,NA
BRIAN,2750-64378,2018-11-05,12:32 UTC,,NA
KEVIN,2840-12279,2018-11-05,12:42 UTC,,NA
KEVIN,2701-74763,2018-11-05,12:43 UTC,,NA
KEVIN,2840-12279,2018-11-05,12:54 UTC,,NA
KEVIN,2701-74747,2018-11-05,12:55 UTC,,NA
KEVIN,2840-12279,2018-11-05,13:02 UTC,,NA
KEVIN,2471-68235,2018-11-05,13:04 UTC,,NA
KEVIN,2701-74781,2018-11-05,13:06 UTC,,NA
KEVIN,2471-68021,2018-11-05,13:11 UTC,,NA
KEVIN,2750-64378,2018-11-05,13:13 UTC,,NA
KEVIN,2840-12279,2018-11-05,13:16 UTC,,NA
KEVIN,2840-12279,2018-11-05,13:17 UTC,,NA
KEVIN,2471-68236,2018-11-05,14:52 UTC,,NA
BECCA,WM_M,2018-11-05,16:04 UTC,,NA
BECCA,B_WO,2018-11-05,16:05 UTC,,NA
BECCA,2471-68021,2018-11-05,16:08 UTC,,NA
BECCA,2701-74747,2018-11-05,16:09 UTC,,NA
BECCA,2471-68219,2018-11-05,16:17 UTC,,NA
BECCA,2471-68019,2018-11-05,16:18 UTC,,NA
BECCA,2701-74784,2018-11-05,16:20 UTC,,NA
BECCA,2840-12279,2018-11-05,16:22 UTC,,NA
KEVIN,2471-68019,2018-11-05,17:05 UTC,,NA
KEVIN,2741-54677,2018-11-05,17:06 UTC,,NA
KEVIN,2750-64378,2018-11-05,17:08 UTC,,NA
BRIAN,2741-54677,2018-11-05,18:26 UTC,,NA
BRIAN,KG_Y,2018-11-05,18:26 UTC,,NA
BECCA,KG_Y,2018-11-05,18:37 UTC,,NA
KEVIN,2840-12279,2018-11-05,19:26 UTC,,NA
KEVIN,2840-12279,2018-11-05,19:28 UTC,,NA
KEVIN,2701-74763,2018-11-05,19:29 UTC,,NA
KEVIN,2840-12279,2018-11-05,19:30 UTC,,NA
KEVIN,2840-12279,2018-11-05,19:30 UTC,,NA
KEVIN,2710-74787,2018-11-05,19:30 UTC,,NA
BECCA,2710-74787,2018-11-05,19:31 UTC,,NA
KEVIN,2710-74787,2018-11-05,19:31 UTC,,NA
BECCA,2471-68019,2018-11-05,19:32 UTC,,NA
BECCA,2741-54668,2018-11-05,19:34 UTC,,NA
KEVIN,2840-12279,2018-11-05,19:34 UTC,,NA
KEVIN,2471-68019,2018-11-05,19:35 UTC,,NA
KEVIN,2840-12279,2018-11-05,19:37 UTC,,NA
BECCA,2471-68021,2018-11-05,19:41 UTC,,NA
KEVIN,2741-54668,2018-11-05,20:10 UTC,,NA
KEVIN,2741-54668,2018-11-05,20:12 UTC,,NA
KEVIN,2840-12279,2018-11-05,20:14 UTC,,NA
KEVIN,2840-12279,2018-11-05,20:19 UTC,,NA
KEVIN,2701-74781,2018-11-05,20:30 UTC,,NA
KEVIN,2701-74781,2018-11-05,20:42 UTC,,NA
KEVIN,2701-74784,2018-11-06,19:40 UTC,,NA
KEVIN,2701-74784,2018-11-06,19:40 UTC,,NA
KEVIN,2701-74784,2018-11-06,20:35 UTC,,NA
KEVIN,GG_B,2018-11-06,20:38 UTC,,NA
KEVIN,GG_B,2018-11-06,20:41 UTC,,NA
KEVIN,GG_B,2018-11-06,20:42 UTC,,NA
KEVIN,2701-74784,2018-11-06,20:46 UTC,,NA
BECCA,2701-74784,2018-11-07,17:14 UTC,,NA
BECCA,2701-74793,2018-11-07,18:03 UTC,bob spotted it,NA
BECCA,2701-74748,2018-11-08,13:12 UTC,,NA
BECCA,2741-54677,2018-11-08,13:12 UTC,,NA
BECCA,2471-68011,2018-11-08,13:13 UTC,,NA
BECCA,2471-68010,2018-11-08,13:13 UTC,,NA
BECCA,2471-68025,2018-11-08,13:14 UTC,,NA
KEVIN,2471-68025,2018-11-08,20:10 UTC,,NA
KEVIN,2471-68010,2018-11-08,20:12 UTC,,NA
KEVIN,2471-68025,2018-11-08,20:12 UTC,,NA
KEVIN,2471-68010,2018-11-08,20:13 UTC,,NA
KEVIN,2471-68010,2018-11-08,20:18 UTC,,NA
KEVIN,2471-68010,2018-11-08,20:19 UTC,,NA
KEVIN,2741-54668,2018-11-08,20:58 UTC,,NA
KEVIN,2711-77169,2018-11-08,20:59 UTC,,NA
KEVIN,2750-64378,2018-11-08,20:59 UTC,,NA
KEVIN,2471-68015,2018-11-08,21:06 UTC,,NA
KEVIN,2741-54668,2018-11-08,21:09 UTC,,NA
KEVIN,2711-77169,2018-11-08,21:28 UTC,,NA
KEVIN,2711-77169,2018-11-08,21:28 UTC,,NA
KEVIN,2701-74747,2018-11-08,21:31 UTC,,NA
BECCA,2701-74747,2018-11-08,22:11 UTC,,NA
KEVIN,2701-74763,2018-11-09,12:15 UTC,,NA
KEVIN,2701-74748,2018-11-09,12:16 UTC,,NA
KEVIN,2741-54668,2018-11-09,12:19 UTC,,NA
KEVIN,2701-74793,2018-11-09,12:30 UTC,,NA
KEVIN,2701-74763,2018-11-09,13:17 UTC,,NA
KEVIN,2741-54668,2018-11-09,13:17 UTC,,NA
KEVIN,2701-74747,2018-11-09,13:19 UTC,,NA
KEVIN,2701-74783,2018-11-09,13:20 UTC,,NA
KEVIN,2701-74747,2018-11-09,13:21 UTC,,NA
KEVIN,2701-74783,2018-11-09,13:23 UTC,,NA
KEVIN,2701-74781,2018-11-09,13:24 UTC,,NA
KEVIN,2701-74783,2018-11-09,13:24 UTC,,NA
BECCA,2741-54677,2018-11-09,14:11 UTC,,NA
BECCA,2741-54668,2018-11-09,14:11 UTC,,NA
BECCA,2701-74787,2018-11-09,15:30 UTC,,NA
BECCA,2701-74746,2018-11-09,15:32 UTC,,NA
BECCA,2471-68085,2018-11-09,15:34 UTC,,NA
BECCA,2471-68025,2018-11-09,15:41 UTC,,NA
KEVIN,B_OG,2018-11-09,16:12 UTC,,NA
KEVIN,2471-68011,2018-11-09,16:13 UTC,,NA
KEVIN,2840-12279,2018-11-09,16:58 UTC,,NA
KEVIN,2701-74783,2018-11-09,16:58 UTC,,NA
KEVIN,2840-12279,2018-11-09,16:59 UTC,,NA
KEVIN,2701-74783,2018-11-09,17:00 UTC,,NA
KEVIN,2471-68020,2018-11-09,17:00 UTC,,NA
KEVIN,2471-68210,2018-11-09,17:01 UTC,,NA
KEVIN,2471-68020,2018-11-09,17:02 UTC,,NA
KEVIN,2701-74784,2018-11-09,17:04 UTC,,NA
KEVIN,2471-68019,2018-11-09,17:06 UTC,,NA
KEVIN,2741-54668,2018-11-09,17:11 UTC,,NA
KEVIN,2471-68011,2018-11-09,17:17 UTC,,NA
KEVIN,2471-68025,2018-11-09,17:17 UTC,,NA
KEVIN,2840-12279,2018-11-09,17:18 UTC,,NA
KEVIN,2701-74747,2018-11-09,17:18 UTC,,NA
KEVIN,2701-74793,2018-11-09,17:19 UTC,,NA
KEVIN,2471-68025,2018-11-09,17:20 UTC,,NA
KEVIN,2701-74746,2018-11-09,17:21 UTC,,NA
KEVIN,2471-68025,2018-11-09,17:23 UTC,,NA
KEVIN,2701-74781,2018-11-09,17:24 UTC,,NA
KEVIN,2701-74784,2018-11-09,17:24 UTC,,NA
KEVIN,2701-74781,2018-11-09,17:25 UTC,,NA
BECCA,2701-74741,2018-11-09,17:27 UTC,,NA
KEVIN,2711-77194,2018-11-09,17:28 UTC,,NA
KEVIN,2711-77194,2018-11-09,17:30 UTC,,NA
BECCA,2711-77194,2018-11-09,17:31 UTC,"blue looked like a purple, look into this",NA
BECCA,2701-74784,2018-11-09,17:31 UTC,,NA
BECCA,2840-12279,2018-11-09,17:32 UTC,,NA
BECCA,2701-39091,2018-11-09,17:33 UTC,,NA
BECCA,2421-04201,2018-11-09,17:35 UTC,,NA
BECCA,2701-39091,2018-11-09,17:36 UTC,is a male now,NA
BECCA,2741-54668,2018-11-09,17:37 UTC,,NA
KEVIN,2701-39091,2018-11-09,17:38 UTC,,NA
KEVIN,2701-39091,2018-11-09,17:39 UTC,SY Male,NA
KEVIN,2701-74746,2018-11-09,17:39 UTC,,NA
KEVIN,2701-74715,2018-11-09,17:41 UTC,missing Red color band,NA
KEVIN,2701-74748,2018-11-09,17:44 UTC,,NA
KEVIN,2471-68024,2018-11-09,17:47 UTC,,NA
BECCA,2471-68024,2018-11-09,17:48 UTC,,NA
KEVIN,2701-74763,2018-11-09,17:50 UTC,,NA
BECCA,2741-54668,2018-11-09,18:08 UTC,,NA
KEVIN,2701-74781,2018-11-09,18:26 UTC,,NA
KEVIN,2840-12279,2018-11-09,18:27 UTC,,NA
BECCA,2701-74741,2018-11-09,18:27 UTC,,NA
KEVIN,2701-74747,2018-11-09,18:28 UTC,,NA
BECCA,2701-74746,2018-11-09,18:32 UTC,,NA
KEVIN,2701-74746,2018-11-09,18:32 UTC,,NA
KEVIN,2701-74781,2018-11-09,18:37 UTC,,NA
KEVIN,2701-39091,2018-11-09,18:57 UTC,,NA
KEVIN,2840-12279,2018-11-09,18:57 UTC,,NA
KEVIN,2701-74748,2018-11-09,18:57 UTC,,NA
KEVIN,2701-74748,2018-11-09,19:00 UTC,,NA
KEVIN,2701-74746,2018-11-09,19:01 UTC,,NA
KEVIN,2701-74746,2018-11-09,19:03 UTC,,NA
KEVIN,2701-74793,2018-11-09,19:06 UTC,,NA
KEVIN,2741-54677,2018-11-09,19:07 UTC,,NA
KEVIN,2840-12279,2018-11-09,19:39 UTC,,NA
KEVIN,2471-68019,2018-11-09,19:41 UTC,,NA
BECCA,2701-74784,2018-11-09,20:43 UTC,,NA
BECCA,2741-54668,2018-11-09,20:46 UTC,,NA
BECCA,2711-77169,2018-11-09,20:57 UTC,,NA
BRIAN,2840-12279,2018-11-10,12:02 UTC,,NA
BRIAN,2701-74787,2018-11-10,12:44 UTC,,NA
BRIAN,WM_M,2018-11-10,16:59 UTC,,NA
BRIAN,W_OG,2018-11-10,17:01 UTC,,NA
BRIAN,2701-74787,2018-11-10,17:02 UTC,,NA
BRIAN,O_GG,2018-11-10,17:03 UTC,,NA
BRIAN,2471-68236,2018-11-10,17:15 UTC,,NA
BRIAN,2701-74782,2018-11-10,17:17 UTC,,NA
BRIAN,M_BK,2018-11-10,17:28 UTC,,NA
BRIAN,O_GG,2018-11-10,17:29 UTC,,NA
BRIAN,2840-12279,2018-11-10,17:30 UTC,,NA
BRIAN,2701-74763,2018-11-10,17:36 UTC,,NA
BRIAN,2840-12279,2018-11-10,17:47 UTC,,NA
BRIAN,2701-39096,2018-11-10,17:54 UTC,,NA
BRIAN,2701-74747,2018-11-10,17:55 UTC,,NA
BRIAN,2701-74781,2018-11-10,17:55 UTC,,NA
BRIAN,2701-74787,2018-11-10,17:57 UTC,,NA
BRIAN,2701-74784,2018-11-10,17:57 UTC,,NA
BRIAN,2701-74748,2018-11-10,17:59 UTC,,NA
BRIAN,2701-74784,2018-11-10,18:01 UTC,,NA
BRIAN,2741-54668,2018-11-10,18:10 UTC,,NA
BRIAN,2741-54677,2018-11-10,18:12 UTC,,NA
BRIAN,KR_P,2018-11-10,18:22 UTC,,NA
BRIAN,2471-68025,2018-11-10,19:02 UTC,,NA
BRIAN,2701-74748,2018-11-10,19:03 UTC,,NA
BRIAN,RW_K,2018-11-10,19:05 UTC,,NA
BRIAN,W_OG,2018-11-10,19:10 UTC,,NA
BRIAN,2701-74781,2018-11-10,19:14 UTC,,NA
BRIAN,1603-45007,2018-11-11,12:26 UTC,,NA
BRIAN,2840-12279,2018-11-11,12:27 UTC,,NA
BRIAN,2701-74787,2018-11-11,12:27 UTC,,NA
BRIAN,2741-54668,2018-11-11,12:28 UTC,,NA
BRIAN,2701-74746,2018-11-11,12:28 UTC,,NA
BRIAN,2840-12279,2018-11-11,12:50 UTC,,NA
BRIAN,2701-74746,2018-11-11,12:50 UTC,,NA
BRIAN,1603-45007,2018-11-11,12:50 UTC,,NA
BRIAN,2701-39091,2018-11-11,12:52 UTC,,NA
BRIAN,BM_Y,2018-11-11,12:53 UTC,,NA
BRIAN,2741-54668,2018-11-11,12:54 UTC,,NA
BRIAN,2701-74787,2018-11-11,12:55 UTC,,NA
BRIAN,2701-74781,2018-11-11,12:59 UTC,,NA
BRIAN,2750-41551,2018-11-11,12:59 UTC,,NA
BRIAN,2701-74748,2018-11-11,13:00 UTC,,NA
BRIAN,2741-54677,2018-11-11,13:01 UTC,,NA
BRIAN,2701-74789,2018-11-11,13:09 UTC,,NA
BRIAN,2701-39096,2018-11-11,13:10 UTC,the previous purple/metal resight was incorrect,NA
BRIAN,2701-74787,2018-11-11,13:11 UTC,,NA
BRIAN,BM_Y,2018-11-11,13:12 UTC,,NA
BRIAN,2741-54668,2018-11-11,15:00 UTC,,NA
BRIAN,2701-74746,2018-11-11,15:26 UTC,,NA
BRIAN,2741-54668,2018-11-11,15:27 UTC,,NA
BRIAN,2701-74781,2018-11-11,15:27 UTC,,NA
BRIAN,2701-74793,2018-11-11,15:32 UTC,,NA
BRIAN,2701-74784,2018-11-11,17:46 UTC,,NA
BECCA,2741-54668,2018-11-11,20:44 UTC,,NA
BECCA,2741-54677,2018-11-11,20:51 UTC,,NA
BECCA,2701-74746,2018-11-11,20:55 UTC,,NA
BECCA,2701-39091,2018-11-11,21:03 UTC,,NA
BECCA,2701-74748,2018-11-11,21:07 UTC,,NA
BECCA,2421-04201,2018-11-11,21:12 UTC,,NA
BECCA,2840-12279,2018-11-11,21:14 UTC,,NA
